County,Post Office Location,Zip Code,Total  SNAP Households, Average Monthly SNAP Benefit per Household , Total Benefits Distributed 12/13 ,Total SNAP Recipients,Average Benefit per Recipient,Average Benefit per Meal ,Recipients 0-17,Recipients 18-64,Recipients 65+,Total Income-Eligible Individuals,Income-Eligible 0-17,Income-Eligible 18-64,Income-Eligible 65+,Total Income-Eligible but not Receiving ,Income-Eligible but not Receiving 0-17,Income-Eligible but not Receiving  18-64,Income-Eligible but not Receiving 65+,Total Participation Rate,Participation Rate 0-17,Participation Rate 18-64,Participation Rate 65+
Hopkins,Saltillo,75478,42, $236.86 ," $9,948.00 ",93, $106.97 , $1.19 ,48,41,4,217,86,102,30,125,38,61,26,43%,56%,40%,14%
Houston,Ratcliff,75858,9, $299.78 ," $2,698.00 ",23, $117.30 , $1.30 ,11,10,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Houston,Crockett,75835,1046, $225.25 ," $235,610.00 ",2226, $105.84 , $1.18 ,1117,940,169,4042,1228,2363,452,1817,111,1423,283,55%,91%,40%,37%
Houston,Latexo,75849,19, $241.11 ," $4,581.00 ",43, $106.53 , $1.18 ,23,19,1,41,24,17,0,1,1,0,0,100%,94%,100%,0%
Houston,Lovelady,75851,77, $207.94 ," $16,011.00 ",163, $98.23 , $1.09 ,71,79,13,605,185,317,103,442,114,238,90,27%,38%,25%,13%
Howard,Knott,79748,3, $146.33 , $439.00 ,5, $87.80 , $0.98 ,3,0,2,5,2,3,0,3,0,3,0,98%,100%,0%,0%
Howard,Big Spring,79721,68, $223.49 ," $15,197.00 ",162, $93.81 , $1.04 ,81,68,13,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Howard,Forsan,79733,7, $320.57 ," $2,244.00 ",15, $149.60 , $1.66 ,8,5,2,39,12,24,3,24,4,19,1,38%,65%,21%,61%
Hudspeth,Dell City,79837,20, $225.65 ," $4,513.00 ",46, $98.11 , $1.09 ,20,19,7,107,15,60,32,66,0,41,25,43%,100%,32%,22%
Hudspeth,Sierra Blanca,79851,51, $193.73 ," $9,880.00 ",107, $92.34 , $1.03 ,38,56,13,234,90,132,12,128,52,76,0,46%,42%,42%,100%
Hudspeth,Fort Hancock,79839,226, $247.38 ," $55,908.00 ",556, $100.55 , $1.12 ,264,194,98,1449,657,663,128,892,393,469,30,38%,40%,29%,76%
Hunt,Caddo Mills,75135,180, $249.53 ," $44,916.00 ",426, $105.44 , $1.17 ,205,197,24,972,372,511,89,546,167,314,65,44%,55%,39%,27%
Hunt,Greenville,75404,17, $190.76 ," $3,243.00 ",27, $120.11 , $1.33 ,10,16,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hunt,Celeste,75423,109, $290.51 ," $31,666.00 ",262, $120.86 , $1.34 ,137,106,19,994,345,558,91,732,208,452,72,26%,40%,19%,21%
Hunt,Commerce,75429,55, $230.13 ," $12,657.00 ",114, $111.03 , $1.23 ,53,54,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hunt,Greenville,75401,1577, $254.18 ," $400,846.00 ",3675, $109.07 , $1.21 ,2008,1474,193,8644,3836,4121,688,4970,1828,2647,495,43%,52%,36%,28%
Hunt,Merit,75458,11, $198.91 ," $2,188.00 ",23, $95.13 , $1.06 ,12,11,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hunt,Greenville,75403,111, $176.12 ," $19,549.00 ",210, $93.09 , $1.03 ,84,102,24,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hunt,Greenville,75402,538, $230.35 ," $123,929.00 ",1196, $103.62 , $1.15 ,561,573,62,2550,909,1332,309,1354,348,759,247,47%,62%,43%,20%
Hunt,Campbell,75422,79, $221.14 ," $17,470.00 ",165, $105.88 , $1.18 ,77,80,8,408,88,287,33,243,11,207,25,40%,87%,28%,25%
Hunt,Wolfe City,75496,166, $227.83 ," $37,819.00 ",345, $109.62 , $1.22 ,155,162,28,915,382,464,69,570,227,302,41,38%,41%,35%,41%
Hutchinson,Stinnett,79083,59, $210.49 ," $12,419.00 ",130, $95.53 , $1.06 ,58,65,7,207,48,140,19,87,0,75,12,63%,100%,46%,37%
Hutchinson,Sanford,79078,14, $240.50 ," $3,367.00 ",36, $93.53 , $1.04 ,16,19,1,76,16,51,10,41,0,32,9,47%,100%,37%,10%
Hutchinson,Fritch,79036,120, $238.36 ," $28,603.00 ",259, $110.44 , $1.23 ,118,128,13,597,124,385,88,338,6,257,75,43%,95%,33%,15%
Hutchinson,Borger,79008,27, $172.26 ," $4,651.00 ",52, $89.44 , $0.99 ,21,26,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hutchinson,Borger,79007,585, $263.05 ," $153,883.00 ",1465, $105.04 , $1.17 ,761,637,67,2919,1078,1515,326,1454,317,878,259,50%,71%,42%,21%
Irion,Mertzon,76941,25, $216.48 ," $5,412.00 ",56, $96.64 , $1.07 ,28,19,9,157,61,70,26,101,33,51,17,36%,46%,27%,34%
Irion,Barnhart,76930,4, $60.00 , $240.00 ,7, $34.29 , $0.38 ,2,3,2,53,22,31,0,48,20,28,0,13%,9%,10%,0%
Jack,Jermyn,76459,4, $235.75 , $943.00 ,12, $78.58 , $0.87 ,6,5,1,53,30,16,7,41,24,11,6,23%,20%,30%,15%
Jack,Bryson,76427,34, $226.47 ," $7,700.00 ",80, $96.25 , $1.07 ,33,40,7,179,100,70,9,99,67,30,2,45%,33%,57%,77%
Jack,Jacksboro,76458,206, $236.23 ," $48,663.00 ",487, $99.92 , $1.11 ,254,186,47,1508,779,638,92,1022,525,452,45,32%,33%,29%,51%
Jackson,La Salle,77969,5, $167.80 , $839.00 ,7, $119.86 , $1.33 ,2,5,0,8,0,8,0,3,0,3,0,88%,0%,63%,0%
Jackson,La Ward,77970,13, $262.38 ," $3,411.00 ",32, $106.59 , $1.18 ,19,9,4,71,36,29,6,39,17,20,2,45%,53%,31%,63%
Jackson,Edna,77957,441, $268.07 ," $118,219.00 ",1078, $109.67 , $1.22 ,598,409,71,1660,647,788,225,582,49,379,154,65%,92%,52%,32%
Jackson,Vanderbilt,77991,19, $316.84 ," $6,020.00 ",55, $109.45 , $1.22 ,34,20,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jackson,Lolita,77971,32, $295.69 ," $9,462.00 ",88, $107.52 , $1.19 ,50,37,1,46,0,37,10,9,0,0,9,100%,0%,100%,10%
Jackson,Francitas,77961,2, $510.50 ," $1,021.00 ",8, $127.63 , $1.42 ,6,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jackson,Ganado,77962,101, $226.48 ," $22,874.00 ",242, $94.52 , $1.05 ,127,98,17,729,303,284,142,487,176,186,125,33%,42%,35%,12%
Jasper,Evadale,77615,67, $281.21 ," $18,841.00 ",167, $112.82 , $1.25 ,85,76,6,187,24,123,40,81,0,47,34,89%,100%,62%,15%
Jasper,Buna,77612,354, $250.08 ," $88,528.00 ",788, $112.35 , $1.25 ,363,373,52,1712,770,725,217,924,407,352,165,46%,47%,51%,24%
Jasper,Call,75933,144, $238.79 ," $34,386.00 ",299, $115.00 , $1.28 ,122,159,18,345,91,206,48,77,0,47,30,87%,100%,77%,37%
Jasper,Jasper,75951,1371, $235.02 ," $322,213.00 ",3031, $106.31 , $1.18 ,1476,1334,221,4576,1815,2342,419,1545,339,1008,198,66%,81%,57%,53%
Jasper,Kirbyville,75956,555, $235.53 ," $130,717.00 ",1238, $105.59 , $1.17 ,586,567,85,1916,784,803,329,678,198,236,244,65%,75%,71%,26%
Jeff Davis,Valentine,79854,6, $213.17 ," $1,279.00 ",15, $85.27 , $0.95 ,7,7,1,40,15,25,0,26,8,18,0,38%,47%,28%,0%
Jeff Davis,Fort Davis,79734,56, $194.09 ," $10,869.00 ",123, $88.37 , $0.98 ,55,51,17,270,114,141,14,149,59,90,0,46%,48%,36%,100%
Jefferson,Beaumont,77720,43, $209.63 ," $9,014.00 ",86, $104.81 , $1.16 ,41,43,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jefferson,Nederland,77627,769, $271.04 ," $208,427.00 ",1787, $116.64 , $1.30 ,904,828,55,2706,975,1382,348,918,71,554,293,66%,93%,60%,16%
Jefferson,China,77613,78, $240.22 ," $18,737.00 ",161, $116.38 , $1.29 ,81,69,11,175,83,55,38,29,2,0,27,92%,98%,100%,29%
Jefferson,Sabine Pass,77655,20, $188.40 ," $3,768.00 ",31, $121.55 , $1.35 ,10,19,2,60,8,45,7,31,0,26,5,51%,100%,42%,27%
Jefferson,Beaumont,77703,2111, $253.90 ," $535,985.00 ",4687, $114.36 , $1.27 ,2435,2068,184,7768,3273,4000,495,3081,838,1932,311,60%,74%,52%,37%
Jefferson,Beaumont,77707,859, $271.78 ," $233,462.00 ",2060, $113.33 , $1.26 ,1132,858,70,3002,1297,1427,277,941,165,569,207,69%,87%,60%,25%
Jefferson,Port Arthur,77641,102, $192.54 ," $19,639.00 ",202, $97.22 , $1.08 ,93,98,11,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jefferson,Beaumont,77704,65, $160.52 ," $10,434.00 ",113, $92.34 , $1.03 ,42,58,13,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jefferson,Beaumont,77708,1048, $257.02 ," $269,355.00 ",2424, $111.12 , $1.23 ,1263,1050,111,3024,1342,1532,150,600,79,482,39,80%,94%,69%,74%
Jefferson,Port Arthur,77643,26, $130.54 ," $3,394.00 ",40, $84.85 , $0.94 ,12,26,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jefferson,Beaumont,77710,10, $140.40 ," $1,404.00 ",12, $117.00 , $1.30 ,1,11,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jefferson,Beaumont,77725,102, $191.97 ," $19,581.00 ",220, $89.00 , $0.99 ,110,96,14,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jefferson,Beaumont,77706,958, $216.91 ," $207,795.00 ",1934, $107.44 , $1.19 ,901,924,109,4105,1076,2572,457,2171,175,1648,348,47%,84%,36%,24%
Jefferson,Nome,77629,44, $246.00 ," $10,824.00 ",101, $107.17 , $1.19 ,52,46,3,281,158,120,3,180,106,74,0,36%,33%,38%,95%
Jefferson,Beaumont,77713,460, $235.25 ," $108,216.00 ",992, $109.09 , $1.21 ,483,462,47,1221,305,707,209,407,0,245,162,81%,100%,65%,22%
Jefferson,Beaumont,77705,2510, $250.22 ," $628,060.00 ",5464, $114.95 , $1.28 ,2788,2470,206,9059,3433,4928,698,3595,645,2458,492,60%,81%,50%,30%
Jefferson,Groves,77619,683, $260.48 ," $177,908.00 ",1547, $115.00 , $1.28 ,785,701,61,2834,1045,1389,400,1287,260,688,339,55%,75%,50%,15%
Jefferson,Hamshire,77622,39, $272.23 ," $10,617.00 ",94, $112.95 , $1.25 ,58,32,4,233,86,133,15,140,28,101,11,40%,68%,24%,27%
Jefferson,Port Arthur,77640,1722, $240.47 ," $414,096.00 ",3612, $114.64 , $1.27 ,1727,1656,229,5637,1872,2793,971,2024,145,1137,742,64%,92%,59%,24%
Jefferson,Beaumont,77702,196, $237.13 ," $46,477.00 ",408, $113.91 , $1.27 ,209,184,15,796,287,393,116,388,78,209,101,51%,73%,47%,13%
Jefferson,Port Arthur,77642,3832, $256.37 ," $982,413.00 ",8371, $117.36 , $1.30 ,4294,3490,587,12865,5298,6397,1170,4494,1004,2907,583,65%,81%,55%,50%
Jefferson,Port Neches,77651,369, $277.21 ," $102,290.00 ",900, $113.66 , $1.26 ,456,399,45,1802,741,920,141,902,285,521,96,50%,62%,43%,32%
Jefferson,Beaumont,77701,1800, $223.59 ," $402,466.00 ",3590, $112.11 , $1.25 ,1694,1642,254,6656,2651,3192,813,3066,957,1550,559,54%,64%,51%,31%
Jefferson,Beaumont,77726,88, $206.80 ," $18,198.00 ",183, $99.44 , $1.10 ,89,83,11,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jim Hogg,Guerra,78360,1, $81.00 , $81.00 ,1, $81.00 , $0.90 ,0,0,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jim Hogg,Hebbronville,78361,509, $249.17 ," $126,826.00 ",1205, $105.25 , $1.17 ,588,474,143,1288,450,627,210,220,0,153,67,94%,100%,76%,68%
Jim Wells,Orange Grove,78372,332, $263.96 ," $87,634.00 ",841, $104.20 , $1.16 ,440,328,73,1894,957,770,167,1053,517,442,94,44%,46%,43%,44%
Jim Wells,Alice,78332,1908, $257.27 ," $490,872.00 ",4594, $106.85 , $1.19 ,2410,1776,408,7481,2742,3524,1214,2886,332,1748,806,61%,88%,50%,34%
Jim Wells,Alice,78333,207, $243.48 ," $50,400.00 ",499, $101.00 , $1.12 ,251,184,64,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Jim Wells,Premont,78375,275, $232.88 ," $64,043.00 ",649, $98.68 , $1.10 ,319,237,93,992,486,347,159,343,167,110,66,65%,66%,68%,58%
Jim Wells,Ben Bolt,78342,46, $234.37 ," $10,781.00 ",111, $97.13 , $1.08 ,60,42,9,100,20,81,0,39,0,39,0,100%,100%,52%,0%
Johnson,Keene,76059,297, $262.85 ," $78,067.00 ",712, $109.64 , $1.22 ,387,282,43,2174,966,1015,192,1461,579,733,149,33%,40%,28%,22%
Johnson,Cleburne,76031,1000, $274.22 ," $274,221.00 ",2466, $111.20 , $1.24 ,1370,982,114,3385,1239,1859,287,1050,0,877,173,73%,100%,53%,40%
Johnson,Godley,76044,147, $317.57 ," $46,683.00 ",392, $119.09 , $1.32 ,220,157,15,461,163,271,28,127,0,114,13,85%,100%,58%,54%
Johnson,Burleson,76097,29, $161.62 ," $4,687.00 ",66, $71.02 , $0.79 ,27,36,3,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Johnson,Lillian,76061,21, $281.95 ," $5,921.00 ",51, $116.10 , $1.29 ,26,21,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Johnson,Joshua,76058,894, $291.40 ," $260,510.00 ",2405, $108.32 , $1.20 ,1322,1003,80,4054,1869,1975,210,1649,547,972,130,59%,71%,51%,38%
Johnson,Alvarado,76009,958, $271.96 ," $260,539.00 ",2400, $108.56 , $1.21 ,1275,1020,105,4859,2084,2532,243,2459,809,1512,138,49%,61%,40%,43%
Jones,Hawley,79525,88, $248.15 ," $21,837.00 ",223, $97.92 , $1.09 ,107,106,10,407,109,276,23,185,2,170,13,55%,98%,38%,44%
Jones,Avoca,79503,6, $225.83 ," $1,355.00 ",13, $104.23 , $1.16 ,5,5,3,27,12,15,0,17,7,10,0,47%,41%,33%,0%
Jones,Anson,79501,226, $255.46 ," $57,734.00 ",567, $101.82 , $1.13 ,297,219,51,682,207,348,127,205,0,129,76,83%,100%,63%,40%
Karnes,Hobson,78117,8, $174.38 ," $1,395.00 ",13, $107.31 , $1.19 ,5,4,4,192,80,84,28,179,75,80,24,7%,6%,5%,14%
Karnes,Gillett,78116,10, $136.80 ," $1,368.00 ",18, $76.00 , $0.84 ,5,13,0,19,0,0,19,19,0,0,19,95%,0%,0%,0%
Karnes,Panna Maria,78144,1, $347.00 , $347.00 ,2, $173.50 , $1.93 ,2,0,0,5,0,5,0,5,0,5,0,39%,0%,0%,0%
Karnes,Runge,78151,132, $259.86 ," $34,302.00 ",316, $108.55 , $1.21 ,158,120,38,250,39,109,101,63,0,0,63,100%,100%,100%,38%
Karnes,Karnes City,78118,304, $239.83 ," $72,909.00 ",698, $104.45 , $1.16 ,345,281,72,940,386,445,110,243,41,164,38,74%,89%,63%,66%
Kaufman,Scurry,75158,165, $272.60 ," $44,979.00 ",390, $115.33 , $1.28 ,195,174,21,817,356,383,78,427,161,209,57,48%,55%,45%,27%
Kaufman,Crandall,75114,186, $298.26 ," $55,476.00 ",521, $106.48 , $1.18 ,286,223,12,462,97,311,53,129,0,88,41,100%,100%,72%,22%
Kaufman,Kaufman,75142,871, $263.66 ," $229,646.00 ",2140, $107.31 , $1.19 ,1182,841,117,4793,1916,2345,531,2652,734,1504,414,45%,62%,36%,22%
Kaufman,Elmo,75118,6, $111.17 , $667.00 ,9, $74.11 , $0.82 ,2,5,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Kaufman,Forney,75126,674, $287.48 ," $193,760.00 ",1801, $107.58 , $1.20 ,1019,719,63,2386,854,1308,224,750,0,589,161,75%,100%,55%,28%
Kaufman,Rosser,75157,31, $290.94 ," $9,019.00 ",66, $136.65 , $1.52 ,28,31,7,75,9,40,26,28,0,9,19,88%,100%,78%,27%
Kendall,Kendalia,78027,6, $108.00 , $648.00 ,6, $108.00 , $1.20 ,0,6,0,34,0,34,0,28,0,28,0,18%,0%,18%,0%
Kendall,Comfort,78013,165, $266.81 ," $44,023.00 ",402, $109.51 , $1.22 ,227,135,40,1463,578,658,226,1060,351,523,186,27%,39%,21%,18%
Kendall,Bergheim,78004,6, $271.83 ," $1,631.00 ",12, $135.92 , $1.51 ,4,7,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Kendall,Waring,78074,2, $284.00 , $568.00 ,8, $71.00 , $0.79 ,5,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Kenedy,Sarita,78385,27, $211.52 ," $5,711.00 ",78, $73.22 , $0.81 ,41,31,6,134,75,28,31,59,34,0,25,58%,55%,100%,19%
Kent,Girard,79518,7, $364.29 ," $2,550.00 ",18, $141.67 , $1.57 ,9,9,0,9,0,0,9,9,0,0,9,100%,0%,0%,0%
Kent,Jayton,79528,20, $138.95 ," $2,779.00 ",34, $81.74 , $0.91 ,12,15,7,70,16,38,16,36,4,23,9,49%,76%,39%,44%
Kerr,Ingram,78025,259, $243.96 ," $63,185.00 ",605, $104.44 , $1.16 ,296,268,41,849,266,474,109,274,0,206,68,71%,100%,57%,38%
Kerr,Kerrville,78029,97, $215.57 ," $20,910.00 ",215, $97.26 , $1.08 ,113,91,11,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Kerr,Center Point,78010,170, $235.54 ," $40,041.00 ",382, $104.82 , $1.16 ,196,160,26,973,459,378,136,591,263,218,110,39%,43%,42%,19%
Kerr,Hunt,78024,14, $260.36 ," $3,645.00 ",35, $104.14 , $1.16 ,21,11,3,140,22,96,22,105,1,85,19,25%,97%,11%,14%
Kerr,Mountain Home,78058,34, $245.62 ," $8,351.00 ",80, $104.39 , $1.16 ,38,32,10,10,4,1,5,0,0,0,0,100%,100%,100%,100%
Kimble,Junction,76849,162, $214.82 ," $34,801.00 ",369, $94.31 , $1.05 ,179,142,48,868,299,448,121,499,120,306,73,42%,60%,32%,40%
Kimble,London,76854,12, $271.42 ," $3,257.00 ",27, $120.63 , $1.34 ,12,12,3,75,0,44,31,60,0,32,28,36%,0%,27%,10%
King,Guthrie,79236,2, $372.00 , $744.00 ,6, $124.00 , $1.38 ,3,3,0,16,0,3,13,13,0,0,13,36%,0%,95%,0%
Kinney,Brackettville,78832,213, $193.00 ," $41,108.00 ",458, $89.76 , $1.00 ,180,198,80,1086,471,544,70,637,291,346,0,42%,38%,36%,100%
Kleberg,Kingsville,78364,162, $235.46 ," $38,145.00 ",392, $97.31 , $1.08 ,197,156,39,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Kleberg,Riviera,78379,92, $230.39 ," $21,196.00 ",217, $97.68 , $1.09 ,102,87,28,282,77,139,66,90,0,52,38,77%,100%,63%,42%
Kleberg,Kingsville,78363,1885, $249.17 ," $469,685.00 ",4393, $106.92 , $1.19 ,2164,1916,313,10714,3603,6363,748,6321,1439,4447,435,41%,60%,30%,42%
Knox,Knox City,79529,82, $194.26 ," $15,929.00 ",173, $92.08 , $1.02 ,78,79,16,382,124,169,89,209,46,90,73,45%,63%,47%,18%
Knox,Benjamin,79505,7, $183.00 ," $1,281.00 ",11, $116.45 , $1.29 ,4,5,2,65,22,34,9,54,18,29,7,17%,18%,15%,22%
Knox,Goree,76363,22, $275.41 ," $6,059.00 ",66, $91.80 , $1.02 ,31,30,5,48,4,20,24,19,0,0,19,100%,100%,100%,21%
Knox,Munday,76371,106, $244.49 ," $25,916.00 ",259, $100.06 , $1.11 ,128,104,27,520,204,239,78,262,76,135,51,50%,63%,44%,35%
Lamar,Roxton,75477,76, $249.13 ," $18,934.00 ",179, $105.78 , $1.18 ,78,88,13,229,89,98,42,50,11,10,29,78%,88%,90%,31%
Lamar,Chicota,75425,5, $254.80 ," $1,274.00 ",13, $98.00 , $1.09 ,7,4,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Lamar,Arthur City,75411,52, $204.29 ," $10,623.00 ",113, $94.01 , $1.04 ,49,55,9,201,73,86,42,88,24,31,33,56%,67%,64%,21%
Lamar,Brookston,75421,37, $233.19 ," $8,628.00 ",88, $98.05 , $1.09 ,45,35,8,224,110,96,18,136,65,61,10,39%,41%,36%,45%
Lamar,Paris,75461,107, $183.86 ," $19,673.00 ",199, $98.86 , $1.10 ,77,106,16,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Lamar,Sumner,75486,70, $262.87 ," $18,401.00 ",165, $111.52 , $1.24 ,76,79,10,578,250,259,69,413,174,180,59,29%,30%,31%,14%
Lamar,Blossom,75416,151, $240.38 ," $36,297.00 ",346, $104.90 , $1.17 ,151,175,20,609,104,374,130,309,0,199,110,57%,100%,47%,15%
Lamar,Paris,75462,331, $231.75 ," $76,709.00 ",742, $103.38 , $1.15 ,362,329,51,1265,281,681,304,605,0,352,253,59%,100%,48%,17%
Lamar,Cunningham,75434,2, $408.00 , $816.00 ,5, $163.20 , $1.81 ,2,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Lamar,Paris,75460,2466, $235.29 ," $580,220.00 ",5387, $107.71 , $1.20 ,2587,2470,330,8266,3135,4292,839,2879,548,1822,509,65%,83%,58%,39%
Lamar,Pattonville,75468,43, $286.98 ," $12,340.00 ",104, $118.65 , $1.32 ,49,52,3,191,76,115,0,90,27,63,0,54%,65%,45%,0%
Lamar,Petty,75470,17, $195.71 ," $3,327.00 ",45, $73.93 , $0.82 ,25,19,1,20,0,20,0,1,0,1,0,100%,0%,94%,0%
Lamar,Powderly,75473,131, $213.51 ," $27,970.00 ",300, $93.23 , $1.04 ,143,140,17,808,328,354,127,509,185,214,110,37%,44%,40%,13%
Lamb,Sudan,79371,37, $258.41 ," $9,561.00 ",98, $97.56 , $1.08 ,59,30,9,369,206,121,42,271,147,91,33,27%,29%,25%,21%
Lamb,Springlake,79082,5, $324.80 ," $1,624.00 ",16, $101.50 , $1.13 ,12,4,0,79,25,31,24,64,13,27,24,20%,49%,13%,0%
Lamb,Earth,79031,81, $251.91 ," $20,405.00 ",226, $90.29 , $1.00 ,129,75,22,359,146,160,53,133,17,85,31,63%,88%,47%,42%
Lamb,Olton,79064,134, $264.49 ," $35,442.00 ",374, $94.76 , $1.05 ,214,120,40,846,311,399,136,472,97,279,96,44%,69%,30%,29%
Lamb,Spade,79369,3, $295.33 , $886.00 ,16, $55.38 , $0.62 ,11,5,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Lamb,Littlefield,79339,523, $240.93 ," $126,006.00 ",1308, $96.33 , $1.07 ,682,533,93,2465,921,1317,228,1158,239,784,135,53%,74%,40%,41%
Lamb,Amherst,79312,38, $267.50 ," $10,165.00 ",100, $101.65 , $1.13 ,55,34,11,364,199,151,13,263,144,117,2,28%,28%,23%,82%
Lampasas,Lometa,76853,113, $286.21 ," $32,342.00 ",287, $112.69 , $1.25 ,147,118,22,506,205,263,38,219,58,145,16,57%,72%,45%,58%
Lampasas,Lampasas,76550,628, $248.93 ," $156,330.00 ",1468, $106.49 , $1.18 ,655,743,70,4007,1616,1882,509,2539,961,1139,439,37%,41%,39%,14%
La Salle,Cotulla,78014,380, $243.32 ," $92,460.00 ",947, $97.63 , $1.08 ,494,341,112,2058,768,938,352,1111,274,597,240,46%,64%,36%,32%
La Salle,Fowlerton,78021,1, $65.00 , $65.00 ,1, $65.00 , $0.72 ,0,1,0,135,20,41,74,134,20,40,74,1%,0%,2%,0%
La Salle,Artesia Wells,78001,3, $387.33 ," $1,162.00 ",8, $145.25 , $1.61 ,6,1,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
La Salle,Encinal,78019,97, $271.70 ," $26,355.00 ",260, $101.37 , $1.13 ,149,82,29,386,86,203,97,189,0,121,68,67%,100%,40%,30%
Lavaca,Shiner,77984,97, $201.12 ," $19,509.00 ",215, $90.74 , $1.01 ,104,84,27,501,105,167,228,285,1,83,201,43%,99%,50%,12%
Lavaca,Sweet Home,77987,4, $81.50 , $326.00 ,9, $36.22 , $0.40 ,3,5,1,5,0,5,0,0,0,0,0,100%,0%,100%,0%
Lavaca,Hallettsville,77964,262, $222.71 ," $58,350.00 ",558, $104.57 , $1.16 ,272,223,63,1210,410,604,196,652,138,381,133,46%,66%,37%,32%
Lavaca,Moulton,77975,54, $190.63 ," $10,294.00 ",112, $91.91 , $1.02 ,54,35,23,150,34,25,91,68,0,0,68,75%,100%,100%,25%
Lee,Dime Box,77853,56, $211.59 ," $11,849.00 ",112, $105.79 , $1.18 ,55,46,11,210,33,118,59,120,0,72,48,53%,100%,39%,19%
Lee,Lincoln,78948,28, $190.75 ," $5,341.00 ",59, $90.53 , $1.01 ,27,26,6,151,36,95,21,93,9,69,15,39%,76%,27%,29%
Lee,Giddings,78942,345, $262.23 ," $90,469.00 ",836, $108.22 , $1.20 ,496,285,55,1842,599,980,263,1006,103,695,208,45%,83%,29%,21%
Lee,Lexington,78947,132, $250.00 ," $33,000.00 ",281, $117.44 , $1.30 ,131,127,23,560,100,326,133,309,0,199,110,50%,100%,39%,17%
Leon,Leona,75850,24, $158.75 ," $3,810.00 ",35, $108.86 , $1.21 ,10,17,8,75,7,52,16,43,0,35,8,47%,100%,33%,49%
Leon,Centerville,75833,156, $201.26 ," $31,397.00 ",328, $95.72 , $1.06 ,145,147,36,459,102,244,112,173,0,97,76,71%,100%,60%,32%
Leon,Flynn,77855,8, $160.63 ," $1,285.00 ",15, $85.67 , $0.95 ,6,8,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Leon,Marquez,77865,49, $185.73 ," $9,101.00 ",97, $93.82 , $1.04 ,43,45,9,206,14,173,19,138,0,128,10,47%,100%,26%,48%
Leon,Concord,77850,7, $211.71 ," $1,482.00 ",12, $123.50 , $1.37 ,3,7,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Liberty,Devers,77538,20, $285.45 ," $5,709.00 ",46, $124.11 , $1.38 ,25,13,8,269,117,118,34,223,92,105,26,17%,21%,11%,24%
Liberty,Liberty,77575,739, $233.11 ," $172,270.00 ",1587, $108.55 , $1.21 ,769,696,122,3492,1159,1855,477,1904,390,1159,355,45%,66%,38%,26%
Liberty,Daisetta,77533,72, $295.94 ," $21,308.00 ",175, $121.76 , $1.35 ,91,76,8,319,117,188,14,144,26,112,6,55%,78%,40%,58%
Liberty,Rye,77369,144, $222.42 ," $32,028.00 ",298, $107.48 , $1.19 ,125,153,20,339,121,202,16,49,0,49,0,88%,100%,76%,100%
Liberty,Romayor,77368,39, $243.85 ," $9,510.00 ",84, $113.21 , $1.26 ,38,43,3,31,0,31,0,0,0,0,0,100%,0%,100%,0%
Liberty,Hardin,77561,68, $293.76 ," $19,976.00 ",155, $128.88 , $1.43 ,76,73,6,39,0,0,39,33,0,0,33,100%,0%,0%,16%
Liberty,Raywood,77582,42, $204.98 ," $8,609.00 ",93, $92.57 , $1.03 ,42,35,16,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Limestone,Tehuacana,76686,9, $227.22 ," $2,045.00 ",25, $81.80 , $0.91 ,12,10,3,85,27,55,3,60,15,45,0,29%,45%,18%,86%
